date,saham,volume
2024-11-06,AMMN,26647800.0
2024-11-07,AMMN,22965900.0
2024-11-08,AMMN,17809200.0
2024-11-11,AMMN,22395500.0
2024-11-12,AMMN,27007900.0
2024-11-13,AMMN,17903500.0
2024-11-14,AMMN,15869900.0
2024-11-15,AMMN,17586400.0
2024-11-18,AMMN,22219600.0
2024-11-19,AMMN,19353700.0
2024-11-20,AMMN,19930600.0
2024-11-21,AMMN,14602800.0
2024-11-22,AMMN,14650800.0
2024-11-25,AMMN,53410500.0
2024-11-26,AMMN,14723900.0
2024-11-28,AMMN,14754600.0
2024-11-29,AMMN,21173800.0
2024-12-02,AMMN,11090900.0
2024-12-03,AMMN,15619000.0
2024-12-04,AMMN,22012400.0
2024-12-05,AMMN,11927100.0
2024-12-06,AMMN,10672900.0
2024-12-09,AMMN,12390000.0
2024-12-10,AMMN,12767300.0
2024-12-11,AMMN,12880000.0
2024-12-12,AMMN,11659200.0
2024-12-13,AMMN,9846400.0
2024-12-16,AMMN,11459400.0
2024-12-17,AMMN,13228000.0
2024-12-18,AMMN,12361700.0
2024-12-19,AMMN,9952100.0
2024-12-20,AMMN,43042700.0
2024-12-23,AMMN,11003500.0
2024-12-24,AMMN,8842900.0
2024-12-27,AMMN,19327000.0
2024-12-30,AMMN,16925200.0
2025-01-02,AMMN,8667500.0
2025-01-03,AMMN,12097000.0
2025-01-06,AMMN,11979700.0
2025-01-07,AMMN,15152300.0
2025-01-08,AMMN,10172100.0
2025-01-09,AMMN,8624800.0
2025-01-10,AMMN,14840400.0
2025-01-13,AMMN,12281300.0
2025-01-14,AMMN,16637400.0
2025-01-15,AMMN,17344800.0
2025-01-16,AMMN,14286900.0
2025-01-17,AMMN,16710500.0
2025-01-20,AMMN,12802800.0
2025-01-21,AMMN,14247700.0
2025-01-22,AMMN,25885400.0
2025-01-23,AMMN,20200500.0
2025-01-24,AMMN,14408900.0
2025-01-30,AMMN,15943000.0
2025-01-31,AMMN,16838700.0
2025-02-03,AMMN,14259900.0
2025-02-04,AMMN,16221400.0
2025-02-05,AMMN,23145900.0
2025-02-06,AMMN,13637600.0
2025-02-07,AMMN,15778000.0
2025-02-10,AMMN,19648300.0
2025-02-11,AMMN,19298800.0
2025-02-12,AMMN,21919500.0
2025-02-13,AMMN,14578800.0
2025-02-14,AMMN,9403600.0
2025-02-17,AMMN,15472000.0
2025-02-18,AMMN,20493900.0
2025-02-19,AMMN,12828300.0
2025-02-20,AMMN,12617100.0
2025-02-21,AMMN,13204800.0
2019-07-29,AMRT,13200.0
2019-07-30,AMRT,252900.0
2019-07-31,AMRT,48000.0
2019-08-01,AMRT,10600.0
2019-08-02,AMRT,49600.0
2019-08-05,AMRT,23200.0
2019-08-06,AMRT,39200.0
2019-08-07,AMRT,653600.0
2019-08-08,AMRT,30300.0
2019-08-09,AMRT,159300.0
2019-08-12,AMRT,83400.0
2019-08-13,AMRT,110500.0
2019-08-14,AMRT,81100.0
2019-08-15,AMRT,367200.0
2019-08-16,AMRT,13000.0
2019-08-19,AMRT,59500.0
2019-08-20,AMRT,85500.0
2019-08-21,AMRT,713400.0
2019-08-22,AMRT,13200.0
2019-08-23,AMRT,982100.0
2019-08-26,AMRT,74500.0
2019-08-27,AMRT,54700.0
2019-08-28,AMRT,140300.0
2019-08-29,AMRT,263100.0
2019-08-30,AMRT,13200.0
2019-09-02,AMRT,143000.0
2019-09-03,AMRT,8100.0
2019-09-04,AMRT,172200.0
2019-09-05,AMRT,174800.0
2019-09-06,AMRT,42500.0
2019-09-09,AMRT,612400.0
2019-09-10,AMRT,345000.0
2019-09-11,AMRT,48600.0
2019-09-12,AMRT,49200.0
2019-09-13,AMRT,481000.0
2019-09-16,AMRT,1433800.0
2019-09-17,AMRT,228800.0
2019-09-18,AMRT,1560600.0
2019-09-19,AMRT,195700.0
2019-09-20,AMRT,45300.0
2019-09-23,AMRT,186800.0
2019-09-24,AMRT,70100.0
2019-09-25,AMRT,74200.0
2019-09-26,AMRT,81600.0
2019-09-27,AMRT,276100.0
2019-09-30,AMRT,208000.0
2019-10-01,AMRT,51000.0
2019-10-02,AMRT,102900.0
2019-10-03,AMRT,51300.0
2019-10-04,AMRT,28300.0
2019-10-07,AMRT,9900.0
2019-10-08,AMRT,1600.0
2019-10-09,AMRT,1278300.0
2019-10-10,AMRT,5500.0
2019-10-11,AMRT,13500.0
2019-10-14,AMRT,124200.0
2019-10-15,AMRT,428300.0
2019-10-16,AMRT,25800.0
2019-10-17,AMRT,2300.0
2019-10-18,AMRT,250100.0
2019-10-21,AMRT,33900.0
2019-10-22,AMRT,20100.0
2019-10-23,AMRT,344100.0
2019-10-24,AMRT,65700.0
2019-10-25,AMRT,37700.0
2019-10-28,AMRT,182400.0
2019-10-29,AMRT,319000.0
2019-10-30,AMRT,3700.0
2019-10-31,AMRT,9600.0
2019-11-01,AMRT,19700.0
2019-11-04,AMRT,118800.0
2019-11-05,AMRT,84900.0
2019-11-06,AMRT,24700.0
2019-11-07,AMRT,39200.0
2019-11-08,AMRT,141300.0
2019-11-11,AMRT,571100.0
2019-11-12,AMRT,1413300.0
2019-11-13,AMRT,25300.0
2019-11-14,AMRT,271600.0
2019-11-15,AMRT,76900.0
2019-11-18,AMRT,17100.0
2019-11-19,AMRT,249300.0
2019-11-20,AMRT,1100.0
2019-11-21,AMRT,11000.0
2019-11-22,AMRT,377900.0
2019-11-25,AMRT,18700.0
2019-11-26,AMRT,3000.0
2019-11-27,AMRT,420200.0
2019-11-28,AMRT,26100.0
2019-11-29,AMRT,436500.0
2019-12-02,AMRT,3500.0
2019-12-03,AMRT,140800.0
2019-12-04,AMRT,26000.0
2019-12-05,AMRT,177600.0
2019-12-06,AMRT,1000.0
2019-12-09,AMRT,63700.0
2019-12-10,AMRT,3400.0
2019-12-11,AMRT,367500.0
2019-12-12,AMRT,424100.0
2019-12-13,AMRT,12200.0
2019-12-16,AMRT,23900.0
2019-12-17,AMRT,18475400.0
2019-12-18,AMRT,35100.0
2019-12-19,AMRT,324800.0
2019-12-20,AMRT,495400.0
2019-12-23,AMRT,37500.0
2019-12-26,AMRT,493600.0
2019-12-27,AMRT,91700.0
2019-12-30,AMRT,272800.0
2020-01-02,AMRT,9600.0
2020-01-03,AMRT,51800.0
2020-01-06,AMRT,42000.0
2020-01-07,AMRT,20500.0
2020-01-08,AMRT,568500.0
2020-01-09,AMRT,2565400.0
2020-01-10,AMRT,2673200.0
2020-01-13,AMRT,18944200.0
2020-01-14,AMRT,16300.0
2020-01-15,AMRT,8400.0
2020-01-16,AMRT,900.0
2020-01-17,AMRT,5100.0
2020-01-20,AMRT,5900.0
2020-01-21,AMRT,1600.0
2020-01-22,AMRT,107700.0
2020-01-23,AMRT,2700.0
2020-01-24,AMRT,1700.0
2020-01-27,AMRT,9700.0
2020-01-28,AMRT,2353900.0
2020-01-29,AMRT,28800.0
2020-01-30,AMRT,29600.0
2020-01-31,AMRT,1062900.0
2020-02-03,AMRT,3800.0
2020-02-04,AMRT,520400.0
2020-02-05,AMRT,8000.0
2020-02-06,AMRT,6200.0
2020-02-07,AMRT,2477000.0
2020-02-10,AMRT,1291600.0
2020-02-11,AMRT,12500.0
2020-02-12,AMRT,4325400.0
2020-02-13,AMRT,5700.0
2020-02-14,AMRT,1200.0
2020-02-17,AMRT,3500.0
2020-02-18,AMRT,7900.0
2020-02-19,AMRT,3700.0
2020-02-20,AMRT,34600.0
2020-02-21,AMRT,6300.0
2020-02-24,AMRT,2600.0
2020-02-25,AMRT,3800.0
2020-02-26,AMRT,7400.0
2020-02-27,AMRT,113600.0
2020-02-28,AMRT,18100.0
2020-03-02,AMRT,9200.0
2020-03-03,AMRT,4900.0
2020-03-04,AMRT,137600.0
2020-03-05,AMRT,17400.0
2020-03-06,AMRT,627000.0
2020-03-09,AMRT,3660300.0
2020-03-10,AMRT,506600.0
2020-03-11,AMRT,471200.0
2020-03-12,AMRT,4095300.0
2020-03-13,AMRT,3329500.0
2020-03-16,AMRT,36300.0
2020-03-17,AMRT,2700.0
2020-03-18,AMRT,72300.0
2020-03-19,AMRT,9100.0
2020-03-20,AMRT,25000.0
2020-03-23,AMRT,1800.0
2020-03-24,AMRT,525600.0
2020-03-26,AMRT,38100.0
2020-03-27,AMRT,15400.0
2020-03-30,AMRT,16700.0
2020-03-31,AMRT,184100.0
2020-04-01,AMRT,86900.0
2020-04-02,AMRT,15900.0
2020-04-03,AMRT,106500.0
2020-04-06,AMRT,97500.0
2020-04-07,AMRT,320400.0
2020-04-08,AMRT,46500.0
2020-04-09,AMRT,46400.0
2020-04-13,AMRT,462300.0
2020-04-14,AMRT,73900.0
2020-04-15,AMRT,72300.0
2020-04-16,AMRT,318900.0
2020-04-17,AMRT,33500.0
2020-04-20,AMRT,230900.0
2020-04-21,AMRT,7200.0
2020-04-22,AMRT,212700.0
2020-04-23,AMRT,94200.0
2020-04-24,AMRT,87600.0
2020-04-27,AMRT,21600.0
2020-04-28,AMRT,481900.0
2020-04-29,AMRT,126500.0
2020-04-30,AMRT,119700.0
2020-05-04,AMRT,65700.0
2020-05-05,AMRT,441000.0
2020-05-06,AMRT,82400.0
2020-05-08,AMRT,14900.0
2020-05-11,AMRT,239500.0
2020-05-12,AMRT,24200.0
2020-05-13,AMRT,13200.0
2020-05-14,AMRT,120600.0
2020-05-15,AMRT,803500.0
2020-05-18,AMRT,94400.0
2020-05-19,AMRT,312500.0
2020-05-20,AMRT,49600.0
2020-05-26,AMRT,223200.0
2020-05-27,AMRT,734200.0
2020-05-28,AMRT,380000.0
2020-05-29,AMRT,130900.0
2020-06-02,AMRT,23000.0
2020-06-03,AMRT,69400.0
2020-06-04,AMRT,456000.0
2020-06-05,AMRT,94600.0
2020-06-08,AMRT,464000.0
2020-06-09,AMRT,187000.0
2020-06-10,AMRT,68900.0
2020-06-11,AMRT,33000.0
2020-06-12,AMRT,351600.0
2020-06-15,AMRT,744600.0
2020-06-16,AMRT,1770100.0
2020-06-17,AMRT,720900.0
2020-06-18,AMRT,552600.0
2020-06-19,AMRT,454000.0
2020-06-22,AMRT,87800.0
2020-06-23,AMRT,186000.0
2020-06-24,AMRT,143600.0
2020-06-25,AMRT,336300.0
2020-06-26,AMRT,121800.0
2020-06-29,AMRT,144100.0
2020-06-30,AMRT,893500.0
2020-07-01,AMRT,500300.0
2020-07-02,AMRT,72600.0
2020-07-03,AMRT,107000.0
2020-07-06,AMRT,177300.0
2020-07-07,AMRT,1326300.0
2020-07-08,AMRT,251100.0
2020-07-09,AMRT,1363600.0
2020-07-10,AMRT,437200.0
2020-07-13,AMRT,156100.0
2020-07-14,AMRT,228600.0
2020-07-15,AMRT,1006700.0
2020-07-16,AMRT,1113300.0
2020-07-17,AMRT,1359700.0
2020-07-20,AMRT,446400.0
2020-07-21,AMRT,407400.0
2020-07-22,AMRT,125600.0
2020-07-23,AMRT,346900.0
2020-07-24,AMRT,540500.0
2020-07-27,AMRT,108100.0
2020-07-28,AMRT,122000.0
2020-07-29,AMRT,98500.0
2020-07-30,AMRT,247400.0
2020-08-03,AMRT,655300.0
2020-08-04,AMRT,483400.0
2020-08-05,AMRT,827500.0
2020-08-06,AMRT,1092700.0
2020-08-07,AMRT,958300.0
2020-08-10,AMRT,411900.0
2020-08-11,AMRT,678100.0
2020-08-12,AMRT,336700.0
2020-08-13,AMRT,435100.0
2020-08-14,AMRT,330500.0
2020-08-18,AMRT,447100.0
2020-08-19,AMRT,852400.0
2020-08-24,AMRT,318800.0
2020-08-25,AMRT,1406600.0
2020-08-26,AMRT,623300.0
2020-08-27,AMRT,955000.0
2020-08-28,AMRT,227000.0
2020-08-31,AMRT,1379100.0
2020-09-01,AMRT,211200.0
2020-09-02,AMRT,3876500.0
2020-09-03,AMRT,238100.0
2020-09-04,AMRT,442800.0
2020-09-07,AMRT,324800.0
2020-09-08,AMRT,828800.0
2020-09-09,AMRT,533900.0
2020-09-10,AMRT,1736700.0
2020-09-11,AMRT,306900.0
2020-09-14,AMRT,207200.0
2020-09-15,AMRT,193400.0
2020-09-16,AMRT,506200.0
2020-09-17,AMRT,616300.0
2020-09-18,AMRT,804000.0
2020-09-21,AMRT,1697600.0
2020-09-22,AMRT,158400.0
2020-09-23,AMRT,432100.0
2020-09-24,AMRT,171400.0
2020-09-25,AMRT,53000.0
2020-09-28,AMRT,51000.0
2020-09-29,AMRT,222400.0
2020-09-30,AMRT,88500.0
2020-10-01,AMRT,594600.0
2020-10-02,AMRT,27500.0
2020-10-05,AMRT,17600.0
2020-10-06,AMRT,106700.0
2020-10-07,AMRT,126800.0
2020-10-08,AMRT,40700.0
2020-10-09,AMRT,59600.0
2020-10-12,AMRT,147100.0
2020-10-13,AMRT,267700.0
2020-10-14,AMRT,447300.0
2020-10-15,AMRT,977000.0
2020-10-16,AMRT,390700.0
2020-10-19,AMRT,231900.0
2020-10-20,AMRT,119800.0
2020-10-21,AMRT,88100.0
2020-10-22,AMRT,417800.0
2020-10-23,AMRT,53500.0
2020-10-26,AMRT,175000.0
2020-10-27,AMRT,130200.0
2020-11-02,AMRT,140600.0
2020-11-03,AMRT,460100.0
2020-11-04,AMRT,377000.0
2020-11-05,AMRT,680500.0
2020-11-06,AMRT,667800.0
2020-11-09,AMRT,444400.0
2020-11-10,AMRT,812500.0
2020-11-11,AMRT,690200.0
2020-11-12,AMRT,317300.0
2020-11-13,AMRT,251400.0
2020-11-16,AMRT,260900.0
2020-11-17,AMRT,393200.0
2020-11-18,AMRT,613100.0
2020-11-19,AMRT,1489600.0
2020-11-20,AMRT,949600.0
2020-11-23,AMRT,1188100.0
2020-11-24,AMRT,1204200.0
2020-11-25,AMRT,1690100.0
2020-11-26,AMRT,542400.0
2020-11-27,AMRT,895400.0
2020-11-30,AMRT,2445200.0
2020-12-01,AMRT,854200.0
2020-12-02,AMRT,230500.0
2020-12-03,AMRT,526000.0
2020-12-04,AMRT,1672800.0
2020-12-07,AMRT,9581800.0
2020-12-08,AMRT,2564600.0
2020-12-10,AMRT,3039900.0
2020-12-11,AMRT,2146400.0
2020-12-14,AMRT,1085000.0
2020-12-15,AMRT,1799600.0
2020-12-16,AMRT,1730100.0
2020-12-17,AMRT,3908200.0
2020-12-18,AMRT,4882400.0
2020-12-21,AMRT,2141500.0
2020-12-22,AMRT,4229100.0
2020-12-23,AMRT,7808200.0
2020-12-28,AMRT,25771900.0
2020-12-29,AMRT,5176600.0
2020-12-30,AMRT,3188100.0
2021-01-04,AMRT,1572500.0
2021-01-05,AMRT,2710000.0
2021-01-06,AMRT,1461800.0
2021-01-07,AMRT,1521900.0
2021-01-08,AMRT,1427400.0
2021-01-11,AMRT,409400.0
2021-01-12,AMRT,901700.0
2021-01-13,AMRT,2972600.0
2021-01-14,AMRT,1785700.0
2021-01-15,AMRT,543700.0
2021-01-18,AMRT,772700.0
2021-01-19,AMRT,380800.0
2021-01-20,AMRT,107300.0
2021-01-21,AMRT,810600.0
2021-01-22,AMRT,1126700.0
2021-01-25,AMRT,2921300.0
2021-01-26,AMRT,835000.0
2021-01-27,AMRT,665700.0
2021-01-28,AMRT,6381800.0
2021-01-29,AMRT,907300.0
2021-02-01,AMRT,452400.0
2021-02-02,AMRT,408600.0
2021-02-03,AMRT,301200.0
2021-02-04,AMRT,304700.0
2021-02-05,AMRT,399100.0
2021-02-08,AMRT,273400.0
2021-02-09,AMRT,448000.0
2021-02-10,AMRT,332000.0
2021-02-11,AMRT,155100.0
2021-02-15,AMRT,218000.0
2021-02-16,AMRT,345200.0
2021-02-17,AMRT,238600.0
2021-02-18,AMRT,4367200.0
2021-02-19,AMRT,289900.0
2021-02-22,AMRT,22370400.0
2021-02-23,AMRT,6372300.0
2021-02-24,AMRT,15086900.0
2021-02-25,AMRT,19840400.0
2021-02-26,AMRT,6524700.0
2021-03-01,AMRT,9208000.0
2021-03-02,AMRT,5077800.0
2021-03-03,AMRT,6179500.0
2021-03-04,AMRT,2224500.0
2021-03-05,AMRT,2041600.0
2021-03-08,AMRT,2650800.0
2021-03-09,AMRT,1178900.0
2021-03-10,AMRT,21225400.0
2021-03-12,AMRT,4791400.0
2021-03-15,AMRT,2593500.0
2021-03-16,AMRT,56781400.0
2021-03-17,AMRT,6861900.0
2021-03-18,AMRT,2931700.0
2021-03-19,AMRT,6542700.0
2021-03-22,AMRT,3888800.0
2021-03-23,AMRT,5047200.0
2021-03-24,AMRT,3098600.0
2021-03-25,AMRT,4701700.0
2021-03-26,AMRT,5815500.0
2021-03-29,AMRT,2956700.0
2021-03-30,AMRT,2913500.0
2021-03-31,AMRT,8475100.0
2021-04-01,AMRT,3131900.0
2021-04-05,AMRT,3913400.0
2021-04-06,AMRT,2997800.0
2021-04-07,AMRT,9855100.0
2021-04-08,AMRT,57347700.0
2021-04-09,AMRT,21698200.0
2021-04-12,AMRT,18787600.0
2021-04-13,AMRT,3909000.0
2021-04-14,AMRT,9113400.0
2021-04-15,AMRT,4428500.0
2021-04-16,AMRT,4154500.0
2021-04-19,AMRT,6366200.0
2021-04-20,AMRT,3096500.0
2021-04-21,AMRT,3075900.0
2021-04-22,AMRT,6685800.0
2021-04-23,AMRT,19126100.0
2021-04-26,AMRT,11578400.0
2021-04-27,AMRT,4487700.0
2021-04-28,AMRT,1320700.0
2021-04-29,AMRT,2610000.0
2021-04-30,AMRT,2058100.0
2021-05-03,AMRT,2606200.0
2021-05-04,AMRT,4548900.0
2021-05-05,AMRT,2537900.0
2021-05-06,AMRT,5056800.0
2021-05-07,AMRT,26412500.0
2021-05-10,AMRT,7147500.0
2021-05-11,AMRT,2792600.0
2021-05-17,AMRT,9114900.0
2021-05-18,AMRT,3501100.0
2021-05-19,AMRT,4847000.0
2021-05-20,AMRT,7304400.0
2021-05-21,AMRT,3312100.0
2021-05-22,AMRT,0.0
2021-05-24,AMRT,1791700.0
2021-05-25,AMRT,2150600.0
2021-05-27,AMRT,11458000.0
2021-05-28,AMRT,6601200.0
2021-05-31,AMRT,1805100.0
2021-06-02,AMRT,4142000.0
2021-06-03,AMRT,7875000.0
2021-06-04,AMRT,3641600.0
2021-06-07,AMRT,29049900.0
2021-06-08,AMRT,167442200.0
2021-06-09,AMRT,436298800.0
2021-06-10,AMRT,312973400.0
2021-06-11,AMRT,184959000.0
2021-06-14,AMRT,103192600.0
2021-06-15,AMRT,161176500.0
2021-06-16,AMRT,151724800.0
2021-06-17,AMRT,143814200.0
2021-06-18,AMRT,61945500.0
2021-06-21,AMRT,85383300.0
2021-06-22,AMRT,182934600.0
2021-06-23,AMRT,126651000.0
2021-06-24,AMRT,55613900.0
2021-06-25,AMRT,64060700.0
2021-06-28,AMRT,58561400.0
2021-06-29,AMRT,49346500.0
2021-06-30,AMRT,30297200.0
2021-07-01,AMRT,51371300.0
2021-07-02,AMRT,41231600.0
2021-07-05,AMRT,39523800.0
2021-07-06,AMRT,188505600.0
2021-07-07,AMRT,115700200.0
2021-07-08,AMRT,56209600.0
2021-07-09,AMRT,37273300.0
2021-07-12,AMRT,92253200.0
2021-07-13,AMRT,83784400.0
2021-07-14,AMRT,52934700.0
2021-07-15,AMRT,22581500.0
2021-07-16,AMRT,13792900.0
2021-07-19,AMRT,14264400.0
2021-07-21,AMRT,16522500.0
2021-07-22,AMRT,24582600.0
2021-07-23,AMRT,14460000.0
2021-07-26,AMRT,10180400.0
2021-07-27,AMRT,21357900.0
2021-07-28,AMRT,84628600.0
2021-07-29,AMRT,48500400.0
2021-07-30,AMRT,26271600.0
2021-08-02,AMRT,44984700.0
2021-08-03,AMRT,31317400.0
2021-08-04,AMRT,10647000.0
2021-08-05,AMRT,11122600.0
2021-08-06,AMRT,8457500.0
2021-08-09,AMRT,63181200.0
2021-08-10,AMRT,19312100.0
2021-08-12,AMRT,39333400.0
2021-08-13,AMRT,14861800.0
2021-08-16,AMRT,23878400.0
2021-08-18,AMRT,63633400.0
2021-08-19,AMRT,32771000.0
2021-08-20,AMRT,25787000.0
2021-08-23,AMRT,24668700.0
2021-08-24,AMRT,23666300.0
2021-08-25,AMRT,26510200.0
2021-08-26,AMRT,13510600.0
2021-08-27,AMRT,13665700.0
2021-08-30,AMRT,28046900.0
2021-08-31,AMRT,21932400.0
2021-09-01,AMRT,16200400.0
2021-09-02,AMRT,8446800.0
2021-09-03,AMRT,5809400.0
2021-09-06,AMRT,12744400.0
2021-09-07,AMRT,6304600.0
2021-09-08,AMRT,6447900.0
2021-09-09,AMRT,24722300.0
2021-09-10,AMRT,2891800.0
2021-09-13,AMRT,3872800.0
2021-09-14,AMRT,16777200.0
2021-09-15,AMRT,8638500.0
2021-09-16,AMRT,6247100.0
2021-09-17,AMRT,27897200.0
2021-09-20,AMRT,10782300.0
2021-09-21,AMRT,20247300.0
2021-09-22,AMRT,7483800.0
2021-09-23,AMRT,17955600.0
2021-09-24,AMRT,14493500.0
2021-09-27,AMRT,9785000.0
2021-09-28,AMRT,12734200.0
2021-09-29,AMRT,14228200.0
2021-09-30,AMRT,16951400.0
2021-10-01,AMRT,9935600.0
2021-10-04,AMRT,6585900.0
2021-10-05,AMRT,11287500.0
2021-10-06,AMRT,26035100.0
2021-10-07,AMRT,17525400.0
2021-10-08,AMRT,12121700.0
2021-10-11,AMRT,7967100.0
2021-10-12,AMRT,13660000.0
2021-10-13,AMRT,27191100.0
2021-10-14,AMRT,19869300.0
2021-10-15,AMRT,20784700.0
2021-10-18,AMRT,18147800.0
2021-10-19,AMRT,12935000.0
2021-10-21,AMRT,39196500.0
2021-10-22,AMRT,16103400.0
2021-10-25,AMRT,19415700.0
2021-10-26,AMRT,13304100.0
2021-10-27,AMRT,6853400.0
2021-10-28,AMRT,22704300.0
2021-10-29,AMRT,14164400.0
2021-11-01,AMRT,9877400.0
2021-11-02,AMRT,14718200.0
2021-11-03,AMRT,6879800.0
2021-11-04,AMRT,20173800.0
2021-11-05,AMRT,3324000.0
2021-11-08,AMRT,8534200.0
2021-11-09,AMRT,5518100.0
2021-11-10,AMRT,11673600.0
2021-11-11,AMRT,11774300.0
2021-11-12,AMRT,15146700.0
2021-11-15,AMRT,4354600.0
2021-11-16,AMRT,17051500.0
2021-11-17,AMRT,10774500.0
2021-11-18,AMRT,18803800.0
2021-11-19,AMRT,42202900.0
2021-11-22,AMRT,29084700.0
2021-11-23,AMRT,11870000.0
2021-11-24,AMRT,7688300.0
2021-11-25,AMRT,12093500.0
2021-11-26,AMRT,19649500.0
2021-11-29,AMRT,14832500.0
2021-11-30,AMRT,15194500.0
2021-12-01,AMRT,10425600.0
2021-12-02,AMRT,7327900.0
2021-12-03,AMRT,4242000.0
2021-12-06,AMRT,7152600.0
2021-12-07,AMRT,8431300.0
2021-12-08,AMRT,7942600.0
2021-12-09,AMRT,12511500.0
2021-12-10,AMRT,10975900.0
2021-12-13,AMRT,4489800.0
2021-12-14,AMRT,5092700.0
2021-12-15,AMRT,3981500.0
2021-12-16,AMRT,11972300.0
2021-12-17,AMRT,7349500.0
2021-12-20,AMRT,9967900.0
2021-12-21,AMRT,13460100.0
2021-12-22,AMRT,13444000.0
2021-12-23,AMRT,8592200.0
2021-12-24,AMRT,10647400.0
2021-12-27,AMRT,8990800.0
2021-12-28,AMRT,11248200.0
2021-12-29,AMRT,6289500.0
2021-12-30,AMRT,10867100.0
2022-01-03,AMRT,4133400.0
2022-01-04,AMRT,8012500.0
2022-01-05,AMRT,7546900.0
2022-01-06,AMRT,9127900.0
2022-01-07,AMRT,5686400.0
2022-01-10,AMRT,14151100.0
2022-01-11,AMRT,23699600.0
2022-01-12,AMRT,8499500.0
2022-01-13,AMRT,4172600.0
2022-01-14,AMRT,28022600.0
2022-01-17,AMRT,16994200.0
2022-01-18,AMRT,21398800.0
2022-01-19,AMRT,3957600.0
2022-01-20,AMRT,5235400.0
2022-01-21,AMRT,7060900.0
2022-01-24,AMRT,23905100.0
2022-01-25,AMRT,29186600.0
2022-01-26,AMRT,87433200.0
2022-01-27,AMRT,39054300.0
2022-01-28,AMRT,34263000.0
2022-01-31,AMRT,20592800.0
2022-02-02,AMRT,72750100.0
2022-02-03,AMRT,31726800.0
2022-02-04,AMRT,27705300.0
2022-02-07,AMRT,27631300.0
2022-02-08,AMRT,28941600.0
2022-02-09,AMRT,29502300.0
2022-02-10,AMRT,31531800.0
2022-02-11,AMRT,13708500.0
2022-02-14,AMRT,10078400.0
2022-02-15,AMRT,8341100.0
2022-02-16,AMRT,10481500.0
2022-02-17,AMRT,14779600.0
2022-02-18,AMRT,16737200.0
2022-02-21,AMRT,11149700.0
2022-02-22,AMRT,15706000.0
2022-02-23,AMRT,11203400.0
2022-02-24,AMRT,18553400.0
2022-02-25,AMRT,13244300.0
2022-03-01,AMRT,8136600.0
2022-03-02,AMRT,10903600.0
2022-03-04,AMRT,12168700.0
2022-03-07,AMRT,36866600.0
2022-03-08,AMRT,30347800.0
2022-03-09,AMRT,28810600.0
2022-03-10,AMRT,50612600.0
2022-03-11,AMRT,38256200.0
2022-03-14,AMRT,44629600.0
2022-03-15,AMRT,55413800.0
2022-03-16,AMRT,33334700.0
2022-03-17,AMRT,40685000.0
2022-03-18,AMRT,44263900.0
2022-03-21,AMRT,49910700.0
2022-03-22,AMRT,37245700.0
2022-03-23,AMRT,38353300.0
2022-03-24,AMRT,41842300.0
2022-03-25,AMRT,36305800.0
2022-03-28,AMRT,37618900.0
2022-03-29,AMRT,39070000.0
2022-03-30,AMRT,33051900.0
2022-03-31,AMRT,71572700.0
2022-04-01,AMRT,45237500.0
2022-04-04,AMRT,40018100.0
2022-04-05,AMRT,60354400.0
2022-04-06,AMRT,150053500.0
2022-04-07,AMRT,80730400.0
2022-04-08,AMRT,66500600.0
2022-04-11,AMRT,72463300.0
2022-04-12,AMRT,100490500.0
2022-04-13,AMRT,60658900.0
2022-04-14,AMRT,54680200.0
2022-04-18,AMRT,31765800.0
2022-04-19,AMRT,74806000.0
2022-04-20,AMRT,90213000.0
2022-04-21,AMRT,49823800.0
2022-04-22,AMRT,35516500.0
2022-04-25,AMRT,77049500.0
2022-04-26,AMRT,52801000.0
2022-04-27,AMRT,64743400.0
2022-04-28,AMRT,65338400.0
2022-05-09,AMRT,87378300.0
2022-05-10,AMRT,47454200.0
2022-05-11,AMRT,46165800.0
2022-05-12,AMRT,68264000.0
2022-05-13,AMRT,257361500.0
2022-05-17,AMRT,125311000.0
2022-05-18,AMRT,85166800.0
2022-05-19,AMRT,91809200.0
2022-05-20,AMRT,98060300.0
2022-05-23,AMRT,94989400.0
2022-05-24,AMRT,92299000.0
2022-05-25,AMRT,124548300.0
2022-05-27,AMRT,163968400.0
2022-05-30,AMRT,149120400.0
2022-05-31,AMRT,1589792400.0
2022-06-02,AMRT,211148200.0
2022-06-03,AMRT,79779300.0
2022-06-06,AMRT,34761700.0
2022-06-07,AMRT,25731400.0
2022-06-08,AMRT,22949200.0
2022-06-09,AMRT,42735700.0
2022-06-10,AMRT,47405700.0
2022-06-13,AMRT,22093400.0
2022-06-14,AMRT,23513500.0
2022-06-15,AMRT,20598700.0
2022-06-16,AMRT,37217800.0
2022-06-17,AMRT,41240100.0
2022-06-20,AMRT,38083100.0
2022-06-21,AMRT,43389600.0
2022-06-22,AMRT,136614700.0
2022-06-23,AMRT,72395500.0
2022-06-24,AMRT,42825600.0
2022-06-27,AMRT,20771800.0
2022-06-28,AMRT,29202000.0
2022-06-29,AMRT,26096400.0
2022-06-30,AMRT,78160900.0
2022-07-01,AMRT,17262300.0
2022-07-04,AMRT,74482400.0
2022-07-05,AMRT,55381900.0
2022-07-06,AMRT,53015000.0
2022-07-07,AMRT,61873200.0
2022-07-08,AMRT,88144100.0
2022-07-11,AMRT,82522500.0
2022-07-12,AMRT,62286000.0
2022-07-13,AMRT,27967300.0
2022-07-14,AMRT,33601900.0
